drugId,drug,firstApprovalYear
CHEMBL344159,TOLVAPTAN,2009
CHEMBL1342,OXYBATE,2002
CHEMBL1218,RAMELTEON,2005
CHEMBL460287,ETOGLUCID,None
CHEMBL460291,LACIDIPINE,None
CHEMBL1617,RIFAXIMIN,2004
CHEMBL1595,DIHYDROCODEINE,1983
CHEMBL1200340,OSELTAMIVIR PHOSPHATE,1999
CHEMBL1574,PHENTERMINE,1959
CHEMBL1684,BENDROFLUMETHIAZIDE,1959
CHEMBL1559,MICONAZOLE NITRATE,1974
CHEMBL457547,MICAFUNGIN,2005
CHEMBL1200341,INDECAINIDE HYDROCHLORIDE,1989
CHEMBL1200342,PARAMETHASONE ACETATE,1982
CHEMBL1633,KETOTIFEN FUMARATE,1999
CHEMBL1618,CEFAMANDOLE NAFATE,1978
CHEMBL462547,URETHANE,None
CHEMBL1639,ALISKIREN,2007
CHEMBL1657,TAZAROTENE,1997
CHEMBL462605,PITOLISANT,2019
CHEMBL467058,LANINAMIVIR OCTANOATE,2010
CHEMBL569713,SCOPOLAMINE,1979
CHEMBL1754,DOXAPRAM,1965
CHEMBL576982,QUIZARTINIB,2023
CHEMBL577736,TYROTHRICIN,None
CHEMBL1749,EDETATE DISODIUM ANHYDROUS,1982
CHEMBL1763,HYDROFLUMETHIAZIDE,1959
CHEMBL571546,TIRBANIBULIN,2020
CHEMBL579205,FLUTEMETAMOL,2013
CHEMBL1446650,MEBEVERINE HYDROCHLORIDE,None
CHEMBL1439973,CHLOROBUTANOL,None
CHEMBL1418176,METHANDROSTENOLONE,None
CHEMBL1446813,BETAHISTINE HYDROCHLORIDE,None
CHEMBL1480987,CYCLANDELATE,None
CHEMBL1434513,NOREPINEPHRINE BITARTRATE,1950
CHEMBL1447815,INDIUM CHLORIDE,1992
CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,1987
CHEMBL1560089,XANTHINOL NIACINATE,None
CHEMBL1562610,MECLOFENAMATE SODIUM,1980
CHEMBL1442422,DIBENZEPIN,None
CHEMBL1534525,MIBEFRADIL DIHYDROCHLORIDE,1997
CHEMBL3140361,ETHAMBUTOL HYDROCHLORIDE,1967
CHEMBL2106556,CYCLOBARBITAL CALCIUM,None
CHEMBL2106615,BAZEDOXIFENE ACETATE,2009
CHEMBL2106660,ACEFYLLINE PIPERAZINE,None
CHEMBL2103795,AZILSARTAN KAMEDOXOMIL,2011
CHEMBL2105700,BEDAQUILINE FUMARATE,2012
CHEMBL2106636,BAMETHAN SULFATE,None
CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,2011
CHEMBL2110551,TECHNETIUM PENTETATE,None
CHEMBL2110554,TECHNETIUM ETIDRONATE,1973
CHEMBL2110555,TECHNETIUM MEBROFENIN,1987
CHEMBL656,OXYCODONE,1950
CHEMBL2110559,TECHNETIUM PYROPHOSPHATE,None
CHEMBL2110561,SAMARIUM LEXIDRONAM PENTASODIUM,1997
CHEMBL2110562,CHLORMERODRIN,None
CHEMBL2110563,CYANOCOBALAMIN,None
CHEMBL1456,MYCOPHENOLATE MOFETIL,1995
CHEMBL2110564,TECHNETIUM LIDOFENIN,1986
CHEMBL2110568,CHROMIC PHOSPHATE,1974
CHEMBL2110570,TECHNETIUM GLUCEPTATE,1978
CHEMBL2110571,SODIUM PERTECHNETATE,None
CHEMBL2110573,INDIUM OXYQUINOLINE,1985
CHEMBL2110574,SODIUM CHROMATE,None
CHEMBL2110576,TECHNETIUM MEDRONATE,None
CHEMBL2110588,ELIGLUSTAT,2014
CHEMBL2108658,TREMELIMUMAB,2022
CHEMBL2108659,TRIGLYCERIDES, MEDIUM-CHAIN,2016
CHEMBL2108667,YTTRIUM Y 90 IBRITUMOMAB TIUXETAN,2002
CHEMBL2108670,BEZLOTOXUMAB,2016
CHEMBL2108675,DUPILUMAB,2017
CHEMBL2108677,PEGINTERFERON BETA-1A,2014
CHEMBL2096629,PRUSSIAN BLUE INSOLUBLE,2003
CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,1972
CHEMBL2096633,MAGNESIUM TRISILICATE,1983
CHEMBL2096635,UREA C 14,1997
CHEMBL2096637,PYRETHRINS,2000
CHEMBL2096639,BACITRACIN ZINC,1957
CHEMBL2096641,SODIUM PERTECHNETATE TC 99M,None
CHEMBL2104095,CHOLINE SALICYLATE,None
CHEMBL2104136,CLOMACRAN PHOSPHATE,None
CHEMBL2108724,SEMAGLUTIDE,2017
CHEMBL2108726,TECHNETIUM TC 99M TILMANOCEPT,2013
CHEMBL2108727,TALIMOGENE LAHERPAREPVEC,2015
CHEMBL2108728,CALASPARGASE PEGOL,2018
CHEMBL2108730,SARILUMAB,2017
CHEMBL2108750,PEANUT OIL,None
CHEMBL2108751,PECTIN,None
CHEMBL2108758,PEPPERMINT OIL,None
CHEMBL2108780,POLYETHYLENE GLYCOL 4000,None
CHEMBL2108791,TENECTEPLASE,2000
CHEMBL2108800,INDIUM IN 111 CAPROMAB PENDETIDE,None
CHEMBL2108809,SULESOMAB,1997
CHEMBL2104771,REPROTEROL HYDROCHLORIDE,None
CHEMBL2106975,POTASSIUM BICARBONATE,None
CHEMBL2107004,QUINESTRADOL,None
CHEMBL2096646,AMINOSALICYLATE SODIUM,1950
CHEMBL2096647,LANTHANUM CARBONATE,2004
CHEMBL2096648,UREA C 13,1996
CHEMBL2096651,MANGAFODIPIR TRISODIUM,1997
CHEMBL2096655,CYANOCOBALAMIN CO 57,None
CHEMBL2096656,TECHNETIUM TC 99M PENTETATE,None
CHEMBL2096660,SAMARIUM SM 153 LEXIDRONAM PENTASODIUM,1997
CHEMBL2095223,CHLOROQUINE SULPHATE,None
CHEMBL1256818,DEXTROMETHORPHAN HYDROBROMIDE,1984
CHEMBL2106439,PIPOTIAZINE PALMITATE,None
CHEMBL2106441,NOXYTIOLIN,None
CHEMBL2146063,CHLORTETRACYCLINE HYDROCHLORIDE,1950
CHEMBL2146083,QUININE BISULFATE,None
CHEMBL2146088,QUININE DIHYDROCHLORIDE,None
CHEMBL2146123,METHACYCLINE HYDROCHLORIDE,1982
CHEMBL2146124,CEFUROXIME SODIUM,1983
CHEMBL2004297,SULFIRAM,None
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,2020
CHEMBL2103742,MANGANESE SULFATE,1987
CHEMBL2106678,ETAFEDRINE HYDROCHLORIDE,None
CHEMBL2107213,PHENINDAMINE TARTRATE,None
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,2013
CHEMBL2135460,TERLIPRESSIN,2022
CHEMBL2142890,ACEGLUMATE,None
CHEMBL2146883,COBIMETINIB,2015
CHEMBL2146140,ESOMEPRAZOLE STRONTIUM,2013
CHEMBL2146146,ATROPINE SULFATE,1960
CHEMBL2141296,IXAZOMIB,None
CHEMBL2145077,IVABRADINE HYDROCHLORIDE,2015
CHEMBL2159122,ELUXADOLINE,2015
CHEMBL2138684,FROVATRIPTAN SUCCINATE,2001
CHEMBL2219536,MIPOMERSEN,2013
CHEMBL2219605,FERRIC CHLORIDE,None
CHEMBL2219640,STRONTIUM CHLORIDE,1993
CHEMBL2219642,MAGNESIUM CHLORIDE ANHYDROUS,None
CHEMBL2219738,POTASSIUM SODIUM TARTRATE,None
CHEMBL2219740,CALCIUM GLUBIONATE,None
CHEMBL2303621,DACLATASVIR DIHYDROCHLORIDE,2014
CHEMBL2219411,MOMELOTINIB DIHYDROCHLORIDE,2023
CHEMBL2219415,GADOTERATE MEGLUMINE,2013
CHEMBL2219416,NALOXEGOL OXALATE,2014
CHEMBL2219418,NALOXEGOL,2014
CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,2015
CHEMBL3668014,LINZAGOLIX,2022
CHEMBL30116,PIPEMIDIC ACID,None
CHEMBL3707352,POLICOSANOL,None
CHEMBL189171,ACEMETACIN,None
CHEMBL361506,PENTAMIDINE ISETHIONATE,1984
CHEMBL1339,VARDENAFIL HYDROCHLORIDE,2003
CHEMBL3707183,QUINIDINE SULFATE,1962
CHEMBL3701238,FUTIBATINIB,2022
CHEMBL3707208,FERROUS GLYCINE SULFATE,None
CHEMBL3707226,DEFIBROTIDE SODIUM,2013
CHEMBL3707227,ATEZOLIZUMAB,2016
CHEMBL3707229,TEZEPELUMAB,2021
CHEMBL3707230,MERCURY, AMMONIATED,None
CHEMBL3707232,FERROUS SUCCINATE,None
CHEMBL3707246,OZANIMOD HYDROCHLORIDE,2020
CHEMBL3707248,VALBENAZINE TOSYLATE,2017
CHEMBL3707266,RIBOCICLIB SUCCINATE,2017
CHEMBL3707275,VORETIGENE NEPARVOVEC,2018
CHEMBL3707276,VOSORITIDE,2021
CHEMBL3707281,MAGNESIUM LACTATE,None
CHEMBL3707282,MAGNESIUM OROTATE,None
CHEMBL3707290,SOMAPACITAN,2020
CHEMBL3707310,LOTILANER,2017
CHEMBL3707311,VAMOROLONE,2023
CHEMBL3707313,TRIFAROTENE,2019
CHEMBL3707314,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,2007
CHEMBL3707320,ALECTINIB HYDROCHLORIDE,2015
CHEMBL3707328,GALCANEZUMAB,2018
CHEMBL3707330,ROLAPITANT HYDROCHLORIDE,2015
CHEMBL3707333,SODIUM PERBORATE,None
CHEMBL3707334,PERBORIC ACID,None
CHEMBL3707348,ACALABRUTINIB,2017
CHEMBL3707358,OLIPUDASE ALFA,2022
CHEMBL3707359,DAXIBOTULINUMTOXINA,2022
CHEMBL3707372,VOXILAPREVIR,2017
CHEMBL1261,CITRIC ACID,1982
CHEMBL3707382,VESTRONIDASE ALFA,2017
CHEMBL3707393,OSILODROSTAT PHOSPHATE,2020
CHEMBL182,GANCICLOVIR,1989
CHEMBL76,CHLOROQUINE,1949
CHEMBL485,CODEINE,1952
CHEMBL504,DIMETHYL SULFOXIDE,1978
CHEMBL544,MEQUINOL,1999
CHEMBL379845,METHYL NICOTINATE,None
CHEMBL16476,PRONETALOL,None
CHEMBL834,PAMIDRONIC ACID,1991
CHEMBL4582651,PRALSETINIB,2020
CHEMBL4559134,SELPERCATINIB,2020
CHEMBL4585668,BELZUTIFAN,2021
CHEMBL4650273,SETMELANOTIDE ACETATE,2020
CHEMBL4597794,TECHNETIUM  TEBOROXIME,1990
CHEMBL4594619,TECHNETIUM SESTAMIBI,1990
CHEMBL4594730,VIPIVOTIDE TETRAXETAN LUTETIUM,2022
CHEMBL4596392,CRAVACITINIB,2022
CHEMBL4594217,CANAGLIFLOZIN,2011
CHEMBL4594231,IODOXAMATE MEGLUMINE,None
CHEMBL4594241,TECHNETIUM TC 99M SESTAMIBI,1990
CHEMBL4594250,NETARSUDIL,2017
CHEMBL4594251,NETARSUDIL DIMESYLATE,2017
CHEMBL4594264,AIR POLYMER-TYPE A,2019
CHEMBL4594272,BEROTRALSTAT HYDROCHLORIDE,2020
CHEMBL4594273,ELACESTRANT HYDROCHLORIDE,2023
CHEMBL4594292,TEPOTINIB HYDROCHLORIDE,2021
CHEMBL4594320,AVALGLUCOSIDASE ALFA,2021
CHEMBL4594329,CIPAGLUCOSIDASE ALFA,2023
CHEMBL4594333,ELIVALDOGENE AUTOTEMCEL,2021
CHEMBL4594338,NEDOSIRAN SODIUM,2023
CHEMBL4594288,LEVAMLODIPINE MALEATE,2019
CHEMBL4594388,ANSUVIMAB,2020
CHEMBL4594603,LONOCTOCOG ALFA,2017
CHEMBL1433,DOXYCYCLINE ANHYDROUS,1967
CHEMBL4650216,DARIDOREXANT HYDROCHLORIDE,2022
CHEMBL4650220,ZAVEGEPANT HYDROCHLORIDE,2023
CHEMBL4650272,TRILACICLIB DIHYDROCHLORIDE,2021
CHEMBL4650274,DASIGLUCAGON HYDROCHLORIDE,2021
CHEMBL4650275,LUMASIRAN SODIUM,2020
CHEMBL4650299,HEPARIN,2023
CHEMBL4650393,EPCORITAMAB,2023
CHEMBL4650462,REGDANVIMAB,2021
CHEMBL4650485,PIRTOBRUTINIB,2023
CHEMBL4650524,SOTROVIMAB,2021
CHEMBL4298211,PEGCETACOPLAN,2021
CHEMBL2311071,VINYL CHLORIDE,None
CHEMBL4597194,TECHNETIUM  BICISATE,1994
CHEMBL1051,LATANOPROST,1996
CHEMBL1071,OXAPROZIN,1992
CHEMBL83063,RITODRINE,1991
CHEMBL990,BUTENAFINE,1996
CHEMBL986,RETINOL,None
CHEMBL1075,MORICIZINE,1990
CHEMBL87992,ESLICARBAZEPINE ACETATE,2009
CHEMBL88055,RIMITEROL,None
CHEMBL95889,BETAINE,1996
CHEMBL1046,AMINOCAPROIC ACID,1964
CHEMBL1111,AMBRISENTAN,2007
CHEMBL201960,PYROVALERONE,None
CHEMBL1404,RANOLAZINE,2006
CHEMBL206253,NETUPITANT,2014
CHEMBL221959,TOFACITINIB,2012
CHEMBL413,SIROLIMUS,1999
CHEMBL1198,PRAMOXINE,1976
CHEMBL340978,BENOXAPROFEN,1982
CHEMBL1197,HEXYLCAINE,1982
CHEMBL1110,ALOSETRON,2000
CHEMBL1107,HALOFANTRINE,1992
CHEMBL535,SUNITINIB,2006
CHEMBL1201,THIOTHIXENE,1967
CHEMBL1152,PREDNISOLONE ACETATE,1955
CHEMBL328190,LASOFOXIFENE,2009
CHEMBL444633,RIFABUTIN,1992
CHEMBL1609,MANDELIC ACID,None
CHEMBL1560,CAPTOPRIL,1981
CHEMBL451887,CARFILZOMIB,2009
CHEMBL1566,ACARBOSE,1995
CHEMBL459265,HEXAMETHYL PARAROSANILINE,1982
CHEMBL450895,NYSTATIN,1964
CHEMBL1571,TESTOLACTONE,1969
CHEMBL459324,DIACETYLMORPHINE,None
CHEMBL1601,CEFONICID,1984
CHEMBL1596,CARBENICILLIN INDANYL,1972
CHEMBL1372,OXIGLUTATIONE,2008
CHEMBL1580,PENTOSTATIN,1991
CHEMBL1607,TOPOTECAN HYDROCHLORIDE,1996
CHEMBL454446,CEFDITOREN PIVOXIL,2001
CHEMBL566534,ARTEMETHER,2009
CHEMBL1727,CEPHALEXIN ANHYDROUS,1971
CHEMBL1753,CLINDAMYCIN,None
CHEMBL1725,IOPROMIDE,1995
CHEMBL1750,CLOFARABINE,2004
CHEMBL1726,NISOLDIPINE,1995
CHEMBL1711,ISOPROTERENOL HYDROCHLORIDE,1956
CHEMBL1762,TOCAINIDE,1984
CHEMBL1747,TOBRAMYCIN,1975
CHEMBL1728,LOMEFLOXACIN HYDROCHLORIDE,1992
CHEMBL566315,OBETICHOLIC ACID,2016
CHEMBL1757,FOSFOMYCIN,1996
CHEMBL1364551,MINAPRINE HYDROCHLORIDE,None
CHEMBL1477274,MEPTAZINOL HYDROCHLORIDE,None
CHEMBL1455497,MALIC ACID,None
CHEMBL1453317,DIETHYLTOLUAMIDE,None
CHEMBL1354199,METHSCOPOLAMINE BROMIDE,1953
CHEMBL1472989,BISOPROLOL FUMARATE,1992
CHEMBL1484251,CHLORHEXIDINE HYDROCHLORIDE,None
CHEMBL1370561,AMINOPHYLLINE,1940
CHEMBL1463345,CANRENONE,None
CHEMBL1474889,CLOBUTINOL,1961
CHEMBL1474963,BENZARONE,None
CHEMBL1448187,FLUPHENAZINE HYDROCHLORIDE,1959
CHEMBL1987462,BAMETHAN,None
CHEMBL2105684,SELUMETINIB SULFATE,2020
CHEMBL2105719,DACOMITINIB,2018
CHEMBL2105527,TETRAZEPAM,None
CHEMBL2105581,VERALIPRIDE,1979
CHEMBL2105612,PROPICILLIN,None
CHEMBL2105614,TERPIN HYDRATE,None
CHEMBL2105618,ALLYLESTRENOL,None
CHEMBL2105629,VINFLUNINE DITARTRATE,2009
CHEMBL2105637,DELAFLOXACIN,2017
CHEMBL2108201,DEXTRANOMER,None
CHEMBL2109092,EPOETIN BETA,1997
CHEMBL1983350,STIRIPENTOL,2007
CHEMBL1256901,BUTYLSCOPOLAMINE BROMIDE,None
CHEMBL2104118,CYANOCOBALAMIN CO 60,None
CHEMBL2106643,MYCOPHENOLATE SODIUM,2004
CHEMBL2105648,PALOVAROTENE,2023
CHEMBL2109287,TECHNETIUM TC 99M NOFETUMOMAB MERPENTAN,1996
CHEMBL2109334,INEBILIZUMAB,2020
CHEMBL2062163,PHENDIMETRAZINE TARTRATE,1976
CHEMBL2095206,BOSUTINIB MONOHYDRATE,2012
CHEMBL2095207,CHOLINE C-11,2012
CHEMBL2095208,COBICISTAT,2012
CHEMBL2095209,ICOSAPENT ETHYL,2012
CHEMBL2095211,LORCASERIN HYDROCHLORIDE,2012
CHEMBL2095212,MIRABEGRON,2012
CHEMBL2108286,TUROCTOCOG ALFA,2013
CHEMBL30219,METHOHEXITAL SODIUM,1960
CHEMBL1722209,TOLTERODINE TARTRATE,1998
CHEMBL2062262,METARAMINOL BITARTRATE,1954
CHEMBL2104993,VORTIOXETINE,2013
CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,2022
CHEMBL2107297,PHENAZOCINE HYDROBROMIDE,None
CHEMBL2068884,SODIUM GLUCONATE,None
CHEMBL2107840,PATIROMER CALCIUM,2015
CHEMBL2107841,ALBIGLUTIDE,2014
CHEMBL2107857,METRELEPTIN,2014
CHEMBL2107869,INSULIN DEGLUDEC,2013
CHEMBL2107873,VONICOG ALFA,2018
CHEMBL2107874,ROMOSOZUMAB,2019
CHEMBL2107884,RESLIZUMAB,2016
CHEMBL2107885,RETEPLASE,1996
CHEMBL2107902,TECHNETIUM TC 99M FANOLESOMAB,2004
CHEMBL2107910,OLIVE OIL,2013
CHEMBL1358,FULVESTRANT,2002
CHEMBL2108986,ARGIPRESSIN TANNATE,None
CHEMBL2108989,ASPARAGINASE,1994
CHEMBL2109005,CASTOR OIL,None
CHEMBL2109016,ALUMINUM CHLOROHYDRATE,None
CHEMBL2109027,BROMELAINS,None
CHEMBL2109033,CALCIUM POLYSTYRENE SULFONATE,None
CHEMBL2109035,ICHTHAMMOL,None
CHEMBL2109036,IGOVOMAB,1996
CHEMBL2109042,INFLUENZA VIRUS VACCINE,None
CHEMBL2109047,INTERFERON ALFA-N3,1989
CHEMBL2109065,DROTRECOGIN ALFA (ACTIVATED),2001
CHEMBL2109067,KALLIDINOGENASE,None
CHEMBL2109070,LACTOBACILLUS ACIDOPHILUS,None
CHEMBL1983268,ENTRECTINIB,2019
CHEMBL2107333,DIMETHYL FUMARATE,2013
CHEMBL2107360,PALIPERIDONE PALMITATE,2009
CHEMBL2107374,SUGAMMADEX SODIUM,2015
CHEMBL2107381,URIDINE TRIACETATE,2015
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,2010
CHEMBL2107386,VORAPAXAR SULFATE,2014
CHEMBL2105420,TAUROLIDINE,2023
CHEMBL2107931,MALT EXTRACT,None
CHEMBL2107943,POLIDEXIDE SULFATE,1974
CHEMBL2107948,PARAFORMALDEHYDE,None
CHEMBL2107991,GELATIN SPONGE, ABSORBABLE,None
CHEMBL2103868,CABOZANTINIB S-MALATE,2012
CHEMBL2105774,PREDNISOLONE STEAGLATE,None
CHEMBL2105980,CHLORPHENOXAMINE HYDROCHLORIDE,None
CHEMBL535650,MEFLOQUINE HYDROCHLORIDE,1989
CHEMBL2105248,POTASSIUM BITARTRATE,2020
CHEMBL1998966,PIFOXIME,None
CHEMBL2105395,OSPEMIFENE,2013
CHEMBL2108581,CATUMAXOMAB,2009
CHEMBL2109128,LENOGRASTIM,None
CHEMBL2103735,CETRORELIX ACETATE,1999
CHEMBL2108073,PANCREATIN,None
CHEMBL2108290,EPOETIN THETA,2009
CHEMBL2106419,LERCANIDIPINE HYDROCHLORIDE,None
CHEMBL2107703,FENTICONAZOLE NITRATE,None
CHEMBL2107797,NORGESTREL,1968
CHEMBL2107815,TREPROSTINIL DIOLAMINE,2013
CHEMBL2107825,TENOFOVIR ALAFENAMIDE,2015
CHEMBL193482,ESTRIOL,2000
CHEMBL2103830,FOSTAMATINIB,2018
CHEMBL2104973,LEVOMEPROMAZINE HYDROCHLORIDE,None
CHEMBL2005186,BELUMOSUDIL,2021
CHEMBL2103740,GADOXETATE DISODIUM,2008
CHEMBL2105002,ISOAMINILE,None
CHEMBL2107826,VIBEGRON,2018
CHEMBL2107830,EMPAGLIFLOZIN,2014
CHEMBL2010507,METHOXYPHENAMINE,None
CHEMBL1200635,HYDROCORTAMATE HYDROCHLORIDE,1956
CHEMBL1985928,METHOXYPHENAMINE HYDROCHLORIDE,None
CHEMBL1908348,SPARTEINE SULFATE,None
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,1948
CHEMBL338975,PHYSOSTIGMINE SALICYLATE,None
CHEMBL2023898,DACLATASVIR,2014
CHEMBL2105224,PHOLCODINE,None
CHEMBL2110560,PENTETATE CALCIUM TRISODIUM YB,1976
CHEMBL2110674,HYALURONATE,None
CHEMBL2110553,GALLIUM CITRATE,1976
CHEMBL314854,FINGOLIMOD,2010
CHEMBL821,GUANIDINE,1939
CHEMBL918,PHENACEMIDE,1951
CHEMBL600,ACETYLCYSTEINE,1963
CHEMBL545,ALCOHOL,None
CHEMBL977,HYDROCORTISONE HEMISUCCINATE ANHYDROUS,1955
CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,1948
CHEMBL447,SECOBARBITAL,1950
CHEMBL1615369,DABIGATRAN ETEXILATE MESYLATE,2008
CHEMBL2104793,PYROVALERONE HYDROCHLORIDE,None
CHEMBL2105741,TRAMETINIB DIMETHYL SULFOXIDE,2013
CHEMBL2105345,PROPANIDID,None
CHEMBL2107560,SODIUM PHOSPHATE, DIBASIC,1983
CHEMBL2107567,CALCIUM PHOSPHATE, DIBASIC,None
CHEMBL2107606,DIPIPANONE HYDROCHLORIDE,None
CHEMBL1435,CEFAZOLIN,1973
CHEMBL1200574,SODIUM CHLORIDE,None
CHEMBL1237,LISINOPRIL ANHYDROUS,1987
CHEMBL1200744,SODIUM FLUORIDE F 18,1972
CHEMBL1200774,FLUPREDNISOLONE,1982
CHEMBL1200848,HYDROXYPROGESTERONE CAPROATE,1975
CHEMBL1200862,METYROSINE,1979
CHEMBL669,CYCLOBENZAPRINE,1977
CHEMBL1201039,BENZTHIAZIDE,1960
CHEMBL1200927,DEXCHLORPHENIRAMINE MALEATE,1981
CHEMBL1201327,ACETRIZOIC ACID,None
CHEMBL1245,TRIMETHAPHAN CAMSYLATE,1982
CHEMBL712,ANISINDIONE,1957
CHEMBL1201250,BENZQUINAMIDE,1974
CHEMBL1201582,TETANUS IMMUNE GLOBULIN,None
CHEMBL1201595,LARONIDASE,2003
CHEMBL1201574,ONABOTULINUMTOXINA,1991
CHEMBL1201641,INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN,1987
CHEMBL1201524,TECHNETIUM (99MTC) APCITIDE,1998
CHEMBL1201488,SECRETIN SYNTHETIC HUMAN,2004
CHEMBL2103736,FENOPROFEN CALCIUM,1976
CHEMBL2103739,EMEDASTINE DIFUMARATE,1997
CHEMBL2103741,LEVOTHYROXINE SODIUM,2000
CHEMBL2103743,TOFACITINIB CITRATE,2012
CHEMBL2103744,MORPHINE SULFATE,1984
CHEMBL2103758,PRAMLINTIDE,2005
CHEMBL2105950,AMOXICILLIN SODIUM,None
CHEMBL2105972,AMBUTONIUM BROMIDE,None
CHEMBL2007641,PERTUZUMAB,2012
CHEMBL2003538,CETYLPYRIDINIUM CHLORIDE,None
CHEMBL2107124,PROTHIPENDYL HYDROCHLORIDE,None
CHEMBL1204187,GEPIRONE HYDROCHLORIDE,2023
CHEMBL45816,MIBEFRADIL,1997
CHEMBL1868702,GESTRINONE,None
CHEMBL1874750,CINEPAZIDE,1980
CHEMBL2104987,TEDUGLUTIDE,2012
CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,2021
CHEMBL2106574,DAPOXETINE HYDROCHLORIDE,None
CHEMBL2110774,CHLORPHENOXAMINE,None
CHEMBL2110566,TECHNETIUM TETROFOSMIN,1996
CHEMBL2105996,CARBENICILLIN PHENYL SODIUM,None
CHEMBL2106076,CEFPIROME SULFATE,None
CHEMBL2107168,POTASSIUM SODIUM TARTRATE,None
CHEMBL2107175,RANELIC ACID,2004
CHEMBL2107239,IOXITALAMIC ACID,None
CHEMBL2107253,SULFADIMETHOXINE SODIUM,None
CHEMBL2108813,WAX, EMULSIFYING,None
CHEMBL2110572,TECHNETIUM SUCCIMER,1982
CHEMBL2111030,PROTHIPENDYL,None
CHEMBL2000813,RIMITEROL HYDROBROMIDE,None
CHEMBL2105131,MEFRUSIDE,None
CHEMBL2068408,SILICATE,None
CHEMBL2105827,GLYCEROL, IODINATED,None
CHEMBL2105842,CORTIVAZOL,None
CHEMBL2009089,SELENIOUS ACID,2019
CHEMBL2107430,FLUTRIMAZOLE,None
CHEMBL2105904,BARBITAL SODIUM,None
CHEMBL2105941,AMOBARBITAL SODIUM,None
CHEMBL1509,DROSPIRENONE,2001
CHEMBL1200556,DESMOPRESSIN ACETATE,1978
CHEMBL1501,FLUOCINONIDE,1971
CHEMBL1689063,AVIBACTAM,2015
CHEMBL1626,CLEMASTINE,1977
CHEMBL1420,PRALIDOXIME,1964
CHEMBL973,TERIFLUNOMIDE,2012
CHEMBL1441,ETHIONAMIDE,1965
CHEMBL2108157,VOTUMUMAB,1998
CHEMBL2107480,PENTETATE INDIUM DISODIUM IN 111,1982
CHEMBL2107495,TEMAFLOXACIN HYDROCHLORIDE,1992
CHEMBL2107525,SODIUM PHOSPHATE P 32,1957
CHEMBL2105662,LOMITAPIDE MESYLATE,2012
CHEMBL2105669,TEDIZOLID PHOSPHATE,2014
CHEMBL2105675,TAFAMIDIS MEGLUMINE,2011
CHEMBL2105680,RIFAMYCIN SODIUM,2018
CHEMBL2105689,LULICONAZOLE,2013
CHEMBL2105704,LENVATINIB MESYLATE,2015
CHEMBL2105708,PONATINIB HYDROCHLORIDE,2012
CHEMBL2105711,TOFOGLIFLOZIN,2014
CHEMBL2105712,AFATINIB DIMALEATE,2013
CHEMBL2105720,LESINURAD,2015
CHEMBL2105722,NOMEGESTROL,None
CHEMBL2105717,CABOZANTINIB,2012
CHEMBL2109137,MOROCTOCOG ALFA,1999
CHEMBL2109152,MINERAL OIL,None
CHEMBL2109158,PINE TAR,None
CHEMBL2109188,FUSAFUNGINE,None
CHEMBL2109198,METHYLCELLULOSE,None
CHEMBL2109228,MAGNESIUM ASPARTATE,None
CHEMBL1201233,METHYLDOPATE,1962
CHEMBL1496,ROSUVASTATIN,2003
CHEMBL2105729,DABRAFENIB MESYLATE,2013
CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,2013
CHEMBL2105737,SONIDEGIB,2015
CHEMBL2105740,SITAXENTAN SODIUM,2006
CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,2013
CHEMBL2105748,PRUCALOPRIDE SUCCINATE,2009
CHEMBL2105749,SAMIDORPHAN L-MALATE,2021
CHEMBL2105754,TRELAGLIPTIN SUCCINATE,2015
CHEMBL2105755,NALDEMEDINE,2017
CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,2017
CHEMBL2105758,AVATROMBOPAG MALEATE,2018
CHEMBL2105759,BARICITINIB,2017
CHEMBL2062263,CYSTEAMINE BITARTRATE,1994
CHEMBL2062264,PHENYLEPHRINE BITARTRATE,1973
CHEMBL2062266,DIHYDROCODEINE BITARTRATE,1983
CHEMBL2062276,LEVALLORPHAN TARTRATE,1982
CHEMBL2107062,PHENETURIDE,None
CHEMBL2107067,TESTOSTERONE UNDECANOATE,2014
CHEMBL2107074,TECHNETIUM TC 99M EXAMETAZIME,1988
CHEMBL2105638,DELAFLOXACIN MEGLUMINE,2017
CHEMBL33864,LIPOIC ACID, ALPHA,None
CHEMBL1201604,TOSITUMOMAB,2003
CHEMBL1201867,FERUMOXYTOL,2009
CHEMBL2107389,GESTONORONE CAPROATE,None
CHEMBL2111131,TECHNETIUM MERTIATIDE,1990
CHEMBL2111157,DIPIPANONE,None
